ID,Gender,Household income,Household size,Method of accessing water,Travel time,Amount spent,Volume per day dry,Volume per day wet,Availability of water,Quality of water,Willingness to pay,lon,lat,Location,date
755,female,95000,9,carried,60,9000,180,200,often,good,9000,7.585523632,9.037051759,CHRIS_PARK,
756,female,90000,9,carried,20,9000,180,200,not_often,good,9000,7.584995949,9.037076851,CHRIS_PARK,
757,female,50000,7,delivered,50,4000,100,120,often,good,5000,7.585374741,9.037910216,CHRIS_PARK,
758,male,95000,8,carried,40,8000,140,160,often,good,8500,7.584845398,9.038360296,CHRIS_PARK,
759,male,80000,7,carried,30,7000,160,180,not_often,fair,7500,7.584237189,9.038041464,CHRIS_PARK,
760,female,100000,7,carried,20,10000,200,220,often,fair,10000,7.583583218,9.037794794,CHRIS_PARK,
761,male,100000,6,carried,40,5000,120,140,not_often,fair,5500,7.583165784,9.037539994,CHRIS_PARK,
762,male,50000,7,carried,50,4000,100,120,not_often,fair,5000,7.583399528,9.038246206,CHRIS_PARK,
763,female,85000,9,carried,35,9000,180,200,often,good,9000,7.583790381,9.038320054,CHRIS_PARK,
764,female,70000,8,carried,40,8000,140,160,not_often,very good,8500,7.584197026,9.039008849,CHRIS_PARK,
765,female,NULL,7,carried,30,7000,160,180,not_often,fair,NULL,7.584551036,9.039200106,CHRIS_PARK,
766,female,70000,9,carried,20,9000,180,200,often,fair,9000,7.584852129,9.038966165,CHRIS_PARK,
767,male,70000,7,carried,30,7000,160,180,often,fair,7500,7.585269743,9.039175751,CHRIS_PARK,
768,female,45000,9,carried,40,5000,120,140,not_often,fair,5500,7.585643993,9.038842625,CHRIS_PARK,
769,female,65000,8,carried,30,8000,140,160,not_often,good,8500,7.5855684,9.039565728,CHRIS_PARK,
770,male,95000,9,carried,20,9000,180,200,not_often,fair,9000,7.585040749,9.039581778,CHRIS_PARK,
771,female,45000,8,carried,40,5000,120,140,often,fair,5500,7.584222195,9.039551491,CHRIS_PARK,
772,female,90000,6,delivered,40,5000,120,140,not_often,good,5500,7.584465921,9.040031681,CHRIS_PARK,
773,male,45000,9,delivered,20,10000,200,220,not_often,fair,10000,7.58561247,9.039927595,CHRIS_PARK,
774,female,60000,7,delivered,40,5000,120,140,often,fair,5500,7.586004384,9.039730173,CHRIS_PARK,
775,male,NULL,NULL,carried,30,7000,160,180,often,good,NULL,7.586384698,9.040174718,CHRIS_PARK,
776,male,80000,7,carried,30,7000,160,180,not_often,fair,7500,7.58539229,9.040405995,CHRIS_PARK,
777,male,75000,7,delivered,30,7000,160,180,not_often,good,7500,7.584700234,9.040593216,CHRIS_PARK,
778,female,70000,8,carried,40,8000,140,160,not_often,good,8500,7.585053575,9.040956277,CHRIS_PARK,
779,female,65000,8,carried,40,8000,140,160,not_often,good,8500,7.586646655,9.040645935,CHRIS_PARK,
780,female,NULL,9,carried,20,9000,180,200,often,good,NULL,7.58700014,9.040972825,CHRIS_PARK,
781,male,40000,7,delivered,60,3000,80,100,not_often,good,3500,7.586100033,9.040860846,CHRIS_PARK,
782,female,90000,7,delivered,20,9000,180,200,often,good,9000,7.585115695,9.041354383,CHRIS_PARK,
783,male,65000,8,carried,40,8000,140,160,often,fair,8500,7.584532651,9.041578194,CHRIS_PARK,
784,male,95000,8,carried,40,5000,120,140,not_often,fair,5500,7.585654788,9.036075681,CHRIS_PARK,
785,female,90000,9,delivered,20,9000,180,200,often,good,9000,7.585562486,9.036418938,CHRIS_PARK,
786,female,NULL,7,carried,60,3000,80,100,not_often,good,2000,7.586258729,9.037488629,CHRIS_PARK,
787,male,90000,9,carried,20,9000,180,200,often,fair,9000,7.586338761,9.037959144,CHRIS_PARK,
788,male,90000,9,carried,20,9000,180,200,not_often,good,9000,7.585855605,9.038228555,CHRIS_PARK,
789,female,90000,7,delivered,40,5000,120,140,often,good,5500,7.586145625,9.038500946,CHRIS_PARK,
790,male,90000,7,delivered,60,3000,80,100,often,good,3500,7.587340463,9.035340695,CHRIS_PARK,
791,male,40000,7,carried,60,3000,80,100,not_often,fair,3500,7.586309816,9.036051078,CHRIS_PARK,
792,male,90000,9,carried,20,9000,180,200,not_often,fair,9000,7.58719937,9.036533754,CHRIS_PARK,
793,male,95000,9,delivered,20,9000,180,200,often,good,9000,7.587863425,9.036527268,CHRIS_PARK,
794,male,55000,6,carried,40,5000,120,140,often,good,4500,7.587783496,9.036029626,CHRIS_PARK,
795,male,NULL,8,delivered,40,8000,140,160,often,good,NULL,7.587957485,9.035731895,CHRIS_PARK,
796,male,75000,7,delivered,30,7000,160,180,not_often,fair,7500,7.587815478,9.037160055,CHRIS_PARK,
797,male,50000,7,carried,30,4000,100,120,often,good,5000,7.586805874,9.037138082,CHRIS_PARK,
798,male,80000,7,delivered,30,7000,160,180,not_often,good,7500,7.58629811,9.036720174,CHRIS_PARK,
799,female,40000,8,delivered,40,8000,140,160,not_often,fair,8500,7.587186257,9.037564542,CHRIS_PARK,
800,male,40000,7,delivered,60,3000,80,100,not_often,fair,3500,7.587612896,9.037792246,CHRIS_PARK,
801,female,95000,9,delivered,20,9000,180,200,often,good,9000,7.580276854,9.029625753,CUSTOM_QUARTERS,
802,male,55000,6,delivered,40,5000,120,140,not_often,good,5500,7.581015077,9.029257867,CUSTOM_QUARTERS,
803,male,75000,7,delivered,30,7000,160,180,often,fair,7500,7.581669137,9.029477413,CUSTOM_QUARTERS,
804,female,45000,6,delivered,40,5000,120,140,not_often,fair,5500,7.582235806,9.028783334,CUSTOM_QUARTERS,
805,male,75000,7,delivered,30,7000,160,180,often,fair,7500,7.5821949,9.029940607,CUSTOM_QUARTERS,
806,male,85000,6,delivered,40,5000,120,140,often,good,5500,7.581919547,9.030572513,CUSTOM_QUARTERS,
807,male,65000,8,delivered,20,8000,140,160,not_often,good,8500,7.581064702,9.030523998,CUSTOM_QUARTERS,
808,female,NULL,NULL,delivered,40,N,140,160,not_often,good,NULL,7.580180445,9.031017912,CUSTOM_QUARTERS,
809,male,65000,7,delivered,30,7000,160,180,not_often,good,7500,7.583107004,9.029302116,CUSTOM_QUARTERS,
810,female,65000,7,delivered,30,7000,160,180,not_often,fair,7500,7.583805275,9.029847355,CUSTOM_QUARTERS,
811,female,65000,6,delivered,40,5000,120,140,often,good,5500,7.582976942,9.029997881,CUSTOM_QUARTERS,
812,female,75000,7,delivered,30,7000,160,180,not_often,good,7500,7.584647074,9.030908566,CUSTOM_QUARTERS,
813,male,105000,8,carried,20,8000,140,160,not_often,good,8500,7.584353391,9.031576574,CUSTOM_QUARTERS,
814,female,70000,8,delivered,40,8000,140,160,often,good,8500,7.583645702,9.03111268,CUSTOM_QUARTERS,
815,female,95000,9,delivered,20,9000,180,200,not_often,fair,9000,7.582929096,9.030603539,CUSTOM_QUARTERS,
816,male,65000,8,delivered,40,8000,140,160,often,good,8500,7.582426767,9.03112606,CUSTOM_QUARTERS,
817,male,NULL,6,delivered,40,5000,120,140,often,fair,NULL,7.583133854,9.031743675,CUSTOM_QUARTERS,
818,male,65000,8,delivered,40,8000,140,160,not_often,fair,8500,7.581507647,9.031231019,CUSTOM_QUARTERS,
819,male,85000,9,delivered,20,9000,180,200,often,fair,9000,7.580842189,9.031599186,CUSTOM_QUARTERS,
820,female,50000,7,delivered,50,4000,100,120,not_often,good,5000,7.580384062,9.032447402,CUSTOM_QUARTERS,
821,female,105000,8,delivered,40,8000,140,160,often,fair,8500,7.581148447,9.032368975,CUSTOM_QUARTERS,
822,female,95000,9,delivered,20,9000,180,200,not_often,good,9000,7.582141999,9.031839312,CUSTOM_QUARTERS,
823,male,80000,7,delivered,30,7000,160,180,often,good,7500,7.582610293,9.033043763,CUSTOM_QUARTERS,
824,male,80000,7,carried,30,7000,160,180,not_often,fair,7500,7.582165823,9.032725561,CUSTOM_QUARTERS,
825,male,95000,9,delivered,20,9000,180,200,often,good,9000,7.581619495,9.032868129,CUSTOM_QUARTERS,
826,male,70000,8,delivered,40,8000,140,160,often,fair,8500,7.582261921,9.033738684,CUSTOM_QUARTERS,
827,female,50000,7,carried,50,4000,100,120,often,fair,5000,7.581539689,9.034667263,CUSTOM_QUARTERS,
828,female,80000,9,delivered,20,10000,200,220,not_often,good,10000,7.580193044,9.034770564,CUSTOM_QUARTERS,
829,female,105000,7,delivered,20,9000,180,200,not_often,fair,9000,7.580231836,9.03415583,CUSTOM_QUARTERS,
830,female,70000,8,carried,40,8000,140,160,often,fair,8500,7.580795792,9.034158011,CUSTOM_QUARTERS,
831,male,80000,7,delivered,30,7000,160,180,not_often,good,7500,7.579748615,9.032119417,CUSTOM_QUARTERS,
832,male,45000,6,delivered,40,5000,120,140,often,good,5000,7.578697223,9.033480751,CUSTOM_QUARTERS,
833,male,45000,6,delivered,40,5000,120,140,not_often,good,5500,7.578362832,9.032927869,CUSTOM_QUARTERS,
834,male,80000,6,carried,40,5000,120,140,often,fair,5500,7.578123052,9.031443985,CUSTOM_QUARTERS,
835,male,85000,9,delivered,20,9000,180,200,not_often,fair,9000,7.577455889,9.032246174,CUSTOM_QUARTERS,
836,male,45000,6,delivered,40,5000,120,140,often,fair,5500,7.577516618,9.032996929,CUSTOM_QUARTERS,
837,female,105000,6,delivered,20,9000,180,200,not_often,good,9000,7.576742959,9.033120524,CUSTOM_QUARTERS,
838,male,50000,7,delivered,50,4000,100,120,often,good,5000,7.577430426,9.034099769,CUSTOM_QUARTERS,
839,female,50000,7,delivered,50,4000,100,120,often,fair,5000,7.578347462,9.034528316,CUSTOM_QUARTERS,
840,female,55000,6,delivered,35,5000,120,140,not_often,fair,5500,7.579714387,9.033891597,CUSTOM_QUARTERS,
841,male,55000,6,delivered,40,5000,120,140,not_often,good,5500,7.575789515,9.035015729,CUSTOM_QUARTERS,
842,male,65000,8,carried,40,8000,140,160,often,good,8500,7.577279674,9.035428418,CUSTOM_QUARTERS,
843,female,80000,6,carried,40,5000,120,140,often,good,5500,7.575930009,9.036300295,CUSTOM_QUARTERS,
844,male,50000,7,carried,50,4000,100,120,often,good,5000,7.578571567,9.035370128,CUSTOM_QUARTERS,
845,female,NULL,NULL,carried,50,N,100,120,often,good,NULL,7.577797123,9.035692654,CUSTOM_QUARTERS,
846,female,45000,6,carried,40,5000,120,140,often,fair,5500,7.576632965,9.03565197,CUSTOM_QUARTERS,
847,female,105000,6,delivered,30,9000,180,200,often,fair,9000,7.577185627,9.036214742,CUSTOM_QUARTERS,
848,male,105000,9,delivered,20,10000,200,220,not_often,good,10000,7.578486264,9.036246911,CUSTOM_QUARTERS,
849,male,65000,8,delivered,40,8000,140,160,not_often,good,8500,7.578381845,9.037358723,CUSTOM_QUARTERS,
850,female,100000,9,delivered,20,10000,200,220,often,fair,10000,7.577074096,9.036820151,CUSTOM_QUARTERS,
851,male,100000,7,delivered,60,3000,80,100,not_often,fair,3500,7.576135029,9.037368094,CUSTOM_QUARTERS,
852,male,NULL,NULL,delivered,60,3000,80,100,not_often,fair,NULL,7.576803705,9.038500989,CUSTOM_QUARTERS,
853,male,100000,6,delivered,40,5000,120,140,not_often,fair,5500,7.577015579,9.037823631,CUSTOM_QUARTERS,
854,male,90000,9,delivered,20,9000,180,200,often,good,9000,7.577744193,9.037591354,CUSTOM_QUARTERS,
855,female,50000,8,carried,50,8000,140,160,not_often,good,8500,7.57929485,9.038818088,CUSTOM_QUARTERS,
856,male,70000,8,delivered,40,8000,140,160,not_often,good,8500,7.579661496,9.038105157,CUSTOM_QUARTERS,
857,male,55000,6,carried,40,5000,120,140,often,good,5500,7.579993804,9.039191533,CUSTOM_QUARTERS,
858,female,55000,9,delivered,20,10000,200,220,often,good,10000,7.578058834,9.038542026,CUSTOM_QUARTERS,
859,female,105000,9,delivered,20,9000,180,200,often,good,9000,7.577136359,9.039496944,CUSTOM_QUARTERS,
860,male,90000,9,delivered,20,9000,180,200,often,good,9000,7.577425272,9.040049651,CUSTOM_QUARTERS,
861,female,85000,6,delivered,40,5000,120,140,not_often,fair,5500,7.578307887,9.039980734,CUSTOM_QUARTERS,
862,male,65000,8,carried,40,8000,140,160,not_often,fair,8500,7.578737111,9.039548362,CUSTOM_QUARTERS,
863,female,65000,8,carried,40,8000,140,160,not_often,good,8500,7.578823924,9.04060666,CUSTOM_QUARTERS,
864,male,45000,6,delivered,40,5000,120,140,not_often,fair,5500,7.577486106,9.040773279,CUSTOM_QUARTERS,
865,male,60000,6,delivered,40,5000,120,140,often,fair,5500,7.57773828,9.041416268,CUSTOM_QUARTERS,
866,female,60000,6,delivered,40,5000,120,140,often,good,5500,7.578312549,9.041111053,CUSTOM_QUARTERS,
867,female,105000,6,carried,40,5000,120,140,not_often,fair,5000,7.579185717,9.041132522,CUSTOM_QUARTERS,
868,female,100000,9,carried,20,10000,200,220,not_often,fair,10000,7.579968029,9.04112651,CUSTOM_QUARTERS,
869,male,65000,8,delivered,40,8000,140,160,often,good,8500,7.579936701,9.042157223,CUSTOM_QUARTERS,
870,female,90000,9,delivered,20,9000,180,200,often,good,9000,7.578746686,9.041745704,CUSTOM_QUARTERS,
871,female,NULL,NULL,delivered,40,8000,140,160,often,good,NULL,7.577871459,9.042248686,CUSTOM_QUARTERS,
872,male,90000,6,delivered,20,9000,180,200,not_often,fair,9000,7.578523835,9.042902268,CUSTOM_QUARTERS,
873,female,90000,7,delivered,30,7000,160,180,often,fair,7500,7.578102425,9.043660196,CUSTOM_QUARTERS,
874,male,90000,7,delivered,50,4000,100,120,not_often,fair,5000,7.578335203,9.044610552,CUSTOM_QUARTERS,
875,male,50000,7,delivered,50,4000,100,120,often,good,5000,7.578441484,9.045343398,CUSTOM_QUARTERS,
876,male,90000,9,delivered,20,9000,180,200,not_often,good,9000,7.578961856,9.044866169,CUSTOM_QUARTERS,
877,male,40000,7,delivered,60,3000,80,100,not_often,fair,3500,7.579109596,9.044306112,CUSTOM_QUARTERS,
878,male,80000,7,delivered,30,7000,160,180,not_often,good,7500,7.579623847,9.043069295,CUSTOM_QUARTERS,
879,male,50000,7,delivered,50,4000,100,120,not_often,fair,5000,7.57988406,9.043983586,CUSTOM_QUARTERS,
880,male,60000,6,delivered,40,5000,120,140,not_often,fair,4500,7.579770295,9.045158659,CUSTOM_QUARTERS,
881,male,105000,6,delivered,20,9000,180,200,often,good,9000,7.58077353,9.035197803,CUSTOM_QUARTERS,
882,female,55000,6,carried,20,5000,120,140,often,fair,5500,7.583464916,9.035479475,CUSTOM_QUARTERS,
883,female,75000,8,carried,40,8000,140,160,not_often,good,8500,7.583853224,9.036204369,CUSTOM_QUARTERS,
884,male,NULL,NULL,carried,40,NULL,140,160,not_often,fair,NULL,7.582835906,9.035829701,CUSTOM_QUARTERS,
885,female,70000,8,carried,40,8000,140,160,often,good,8500,7.582100429,9.03549229,CUSTOM_QUARTERS,
886,male,60000,6,carried,40,5000,120,140,not_often,good,5500,7.581624708,9.036186718,CUSTOM_QUARTERS,
887,female,50000,7,carried,50,4000,100,120,often,fair,5000,7.580787051,9.036391454,CUSTOM_QUARTERS,
888,male,50000,7,carried,50,4000,100,120,often,fair,5000,7.584138558,9.035346439,CUSTOM_QUARTERS,
889,male,95000,9,carried,20,9000,180,200,often,good,9000,7.584158997,9.037100749,CUSTOM_QUARTERS,
890,male,60000,7,delivered,30,7000,160,180,not_often,good,7500,7.582365817,9.037410309,CUSTOM_QUARTERS,
891,male,100000,7,delivered,20,10000,200,220,not_often,fair,10000,7.581931536,9.036811831,CUSTOM_QUARTERS,
892,female,NULL,9,carried,20,NULL,180,200,not_often,good,9000,7.58118268,9.037568499,CUSTOM_QUARTERS,
893,female,100000,9,delivered,20,9000,180,200,often,good,9000,7.580202703,9.036949823,CUSTOM_QUARTERS,
894,male,100000,9,carried,35,9000,180,200,not_often,fair,9000,7.580444971,9.037800748,CUSTOM_QUARTERS,
895,male,NULL,6,delivered,40,5000,120,140,often,good,NULL,7.581315866,9.038400916,CUSTOM_QUARTERS,
896,female,100000,9,delivered,20,9000,180,200,often,fair,9000,7.580722703,9.038886912,CUSTOM_QUARTERS,
897,female,40000,9,delivered,20,9000,180,200,often,fair,9000,7.581906446,9.038575006,CUSTOM_QUARTERS,
898,male,100000,6,carried,20,10000,200,220,not_often,good,10000,7.580873337,9.039909288,CUSTOM_QUARTERS,
899,female,40000,7,carried,60,3000,80,100,not_often,good,3500,7.583588993,9.038644804,CUSTOM_QUARTERS,
900,female,105000,9,carried,20,9000,180,200,not_often,good,9000,7.584148895,9.039686845,CUSTOM_QUARTERS,
901,female,100000,6,carried,20,10000,200,220,often,good,10000,7.580090815,9.046932213,GWAGWALAPE,
902,female,105000,9,carried,20,9000,180,200,often,good,9000,7.580292055,9.048967535,GWAGWALAPE,
903,female,45000,6,delivered,40,5000,120,140,not_often,fair,5500,7.58051585,9.049890728,GWAGWALAPE,
904,female,105000,8,delivered,40,8000,140,160,not_often,good,8500,7.57945206,9.049760011,GWAGWALAPE,
905,male,40000,7,delivered,60,3000,80,100,not_often,fair,3500,7.579876685,9.050503135,GWAGWALAPE,
906,female,75000,7,delivered,30,7000,160,180,often,good,7500,7.581028287,9.051438965,GWAGWALAPE,
907,female,40000,7,delivered,60,3000,80,100,often,good,2500,7.581051251,9.052542228,GWAGWALAPE,
908,male,70000,8,delivered,40,8000,140,160,often,good,8500,7.579527446,9.053729919,GWAGWALAPE,
909,male,45000,6,delivered,40,5000,120,140,often,good,5500,7.580301789,9.053443565,GWAGWALAPE,
910,female,85000,9,delivered,20,9000,180,200,not_often,good,9000,7.581093189,9.053446632,GWAGWALAPE,
911,male,65000,8,delivered,40,8000,140,160,not_often,fair,8500,7.581072797,9.054007182,GWAGWALAPE,
912,male,65000,8,delivered,40,8000,140,160,often,fair,8500,7.58124237,9.054839741,GWAGWALAPE,
913,male,75000,7,delivered,30,7000,160,180,often,fair,7500,7.581511333,9.055844491,GWAGWALAPE,
914,female,90000,9,delivered,20,10000,200,220,often,good,10000,7.580837935,9.055905178,GWAGWALAPE,
915,female,NULL,9,well,20,NULL,180,200,often,good,NULL,7.581271203,9.056765886,GWAGWALAPE,
916,male,90000,7,delivered,30,7000,160,180,not_often,fair,7500,7.58114713,9.05824836,GWAGWALAPE,
917,male,90000,7,delivered,20,10000,200,220,not_often,good,10000,7.580705876,9.059422163,GWAGWALAPE,
918,female,90000,9,carried,20,9000,180,200,often,fair,9000,7.579007451,9.054107683,GWAGWALAPE,
919,female,90000,6,carried,40,5000,120,140,often,good,5500,7.578119399,9.055551019,GWAGWALAPE,
920,female,75000,7,carried,30,7000,160,180,often,good,7500,7.578903837,9.055011521,GWAGWALAPE,
921,female,100000,7,delivered,20,10000,200,220,not_often,fair,10000,7.579620018,9.055638226,GWAGWALAPE,
922,female,70000,8,delivered,40,8000,140,160,often,fair,8500,7.580245093,9.056300746,GWAGWALAPE,
923,female,95000,9,carried,20,9000,180,200,not_often,very good,9000,7.57868051,9.056285633,GWAGWALAPE,
924,female,60000,6,delivered,35,5000,120,140,not_often,fair,5500,7.579642054,9.056976587,GWAGWALAPE,
925,female,NULL,9,delivered,20,10000,200,220,often,fair,NULL,7.578881384,9.058411376,GWAGWALAPE,
926,male,75000,7,delivered,30,7000,160,180,not_often,good,7500,7.579797414,9.059111197,GWAGWALAPE,
927,female,80000,7,carried,30,7000,160,180,often,good,7500,7.578401464,9.057848884,GWAGWALAPE,
928,female,75000,7,delivered,30,7000,160,180,often,fair,7500,7.577460703,9.058812766,GWAGWALAPE,
929,female,105000,6,delivered,20,9000,180,200,not_often,good,9000,7.576910289,9.057671284,GWAGWALAPE,
930,female,45000,6,delivered,40,5000,120,140,often,good,5500,7.576218731,9.05772285,GWAGWALAPE,
931,male,45000,9,delivered,50,9000,180,200,often,good,9000,7.575924113,9.0586169,GWAGWALAPE,
932,male,45000,7,delivered,60,3000,80,100,often,good,3500,7.577811351,9.045973922,GWAGWALAPE,
933,male,NULL,NULL,delivered,20,10000,200,220,not_often,fair,NULL,7.577064136,9.046305591,GWAGWALAPE,
934,male,45000,7,delivered,30,7000,160,180,not_often,good,7500,7.576460293,9.047189401,GWAGWALAPE,
935,male,50000,7,delivered,50,4000,100,120,often,fair,5000,7.578172437,9.046680631,GWAGWALAPE,
936,female,75000,7,delivered,30,7000,160,180,not_often,good,7500,7.577587499,9.047383668,GWAGWALAPE,
937,female,80000,9,delivered,20,9000,180,200,often,fair,9000,7.578112639,9.048009632,GWAGWALAPE,
938,female,105000,6,carried,60,9000,180,200,often,good,9000,7.577010659,9.048339923,GWAGWALAPE,
939,female,75000,7,delivered,30,7000,160,180,not_often,good,7500,7.578637569,9.048689848,GWAGWALAPE,
940,female,90000,9,carried,20,9000,180,200,often,fair,9000,7.57760047,9.048712951,GWAGWALAPE,
941,male,85000,9,carried,20,10000,200,220,not_often,fair,10000,7.578216576,9.049339268,GWAGWALAPE,
942,male,45000,6,delivered,40,5000,120,140,not_often,fair,5500,7.577632983,9.049698699,GWAGWALAPE,
943,female,100000,6,carried,40,5000,120,140,not_often,fair,5500,7.576595846,9.04973084,GWAGWALAPE,
944,female,50000,7,carried,50,4000,100,120,often,good,5000,7.577821735,9.050278145,GWAGWALAPE,
945,female,65000,8,delivered,40,8000,140,160,not_often,fair,8500,7.577501156,9.050837529,GWAGWALAPE,
946,female,75000,7,delivered,30,7000,160,180,often,fair,7500,7.578401743,9.050831983,GWAGWALAPE,
947,female,NULL,NULL,delivered,30,NULL,160,180,not_often,good,NULL,7.576791986,9.050744351,GWAGWALAPE,
948,male,75000,7,carried,30,7000,160,180,not_often,fair,7500,7.578926498,9.051557411,GWAGWALAPE,
949,male,75000,9,delivered,20,9000,180,200,not_often,good,9000,7.57763476,9.05156144,GWAGWALAPE,
950,female,75000,7,delivered,60,3000,80,100,often,fair,3500,7.5768504,9.052082852,GWAGWALAPE,
951,female,75000,6,delivered,40,5000,120,140,not_often,good,5500,7.577658425,9.052483856,GWAGWALAPE,
952,female,40000,7,delivered,60,3000,80,100,not_often,fair,3000,7.577856274,9.053063338,GWAGWALAPE,
953,female,55000,6,delivered,40,5000,120,140,often,fair,5500,7.576709827,9.053131224,GWAGWALAPE,
954,female,100000,7,delivered,20,10000,200,220,not_often,good,10000,7.576251763,9.053952301,GWAGWALAPE,
955,female,45000,6,delivered,40,5000,120,140,often,good,5500,7.575862925,9.053363034,GWAGWALAPE,
956,female,NULL,9,delivered,20,10000,200,220,often,fair,NULL,7.574396674,9.053791363,GWAGWALAPE,
957,female,40000,7,delivered,60,3000,80,100,often,good,3500,7.574626153,9.053267798,GWAGWALAPE,
958,female,55000,6,delivered,40,5000,120,140,not_often,very good,5500,7.570994964,9.053678639,GWAGWALAPE,
959,female,95000,9,delivered,20,9000,180,200,often,good,9000,7.572294055,9.05411774,GWAGWALAPE,
960,female,50000,7,delivered,50,4000,100,120,not_often,good,5000,7.573051243,9.053569106,GWAGWALAPE,
961,female,NULL,6,delivered,40,5000,120,140,not_often,good,NULL,7.573694565,9.054213622,GWAGWALAPE,
962,female,60000,9,delivered,20,9000,180,200,not_often,good,9000,7.574126531,9.055399856,GWAGWALAPE,
963,female,85000,9,delivered,20,9000,180,200,often,good,9000,7.572664052,9.0548697,GWAGWALAPE,
964,female,105000,6,delivered,40,8000,140,160,often,fair,8500,7.571652157,9.055417339,GWAGWALAPE,
965,female,85000,9,delivered,20,9000,180,200,often,fair,9000,7.572478696,9.055737046,GWAGWALAPE,
966,female,50000,7,delivered,50,4000,100,120,not_often,fair,5000,7.573978313,9.056077458,GWAGWALAPE,
967,female,100000,7,delivered,30,7000,160,180,not_often,good,7500,7.572957533,9.056570811,GWAGWALAPE,
968,female,65000,8,delivered,40,8000,140,160,often,good,8500,7.573873937,9.057171179,GWAGWALAPE,
969,female,NULL,9,delivered,20,NULL,180,200,not_often,good,NULL,7.574648705,9.054470523,GWAGWALAPE,
970,female,65000,9,delivered,20,9000,180,200,not_often,fair,9000,7.575409541,9.055305384,GWAGWALAPE,
971,female,65000,7,delivered,35,4000,100,120,often,good,5000,7.576319056,9.055345091,GWAGWALAPE,
972,female,65000,7,delivered,50,4000,100,120,not_often,fair,5000,7.577139314,9.054950414,GWAGWALAPE,
973,female,105000,6,carried,20,9000,180,200,often,fair,9000,7.577632342,9.054491167,GWAGWALAPE,
974,female,105000,7,delivered,20,9000,180,200,not_often,good,9000,7.577844617,9.056029199,GWAGWALAPE,
975,female,95000,8,delivered,40,8000,140,160,not_often,good,8500,7.576097856,9.056076665,GWAGWALAPE,
976,female,60000,6,delivered,40,5000,120,140,often,fair,5500,7.575295005,9.056670339,GWAGWALAPE,
977,male,85000,9,carried,20,9000,180,200,not_often,good,9000,7.577332185,9.056795812,GWAGWALAPE,
978,male,100000,9,delivered,20,10000,200,220,not_often,good,10000,7.575116719,9.05805313,GWAGWALAPE,
979,female,70000,8,delivered,40,8000,140,160,not_often,fair,8500,7.581545805,9.060971671,GWAGWALAPE,
980,female,50000,7,delivered,40,4000,100,120,often,fair,5000,7.58203178,9.062311831,GWAGWALAPE,
981,female,85000,9,delivered,20,9000,180,200,not_often,fair,9000,7.582946491,9.061031352,GWAGWALAPE,
982,male,80000,7,delivered,30,7000,160,180,not_often,good,7500,7.584393336,9.0609194,GWAGWALAPE,
983,female,NULL,NULL,delivered,40,NULL,140,160,often,good,NULL,7.585092052,9.061365181,GWAGWALAPE,
984,female,80000,9,delivered,20,9000,180,200,often,good,9000,7.583471092,9.061801988,GWAGWALAPE,
985,male,80000,6,delivered,40,5000,120,140,not_often,good,5500,7.582645291,9.063607273,GWAGWALAPE,
986,female,85000,9,delivered,20,9000,180,200,not_often,fair,9000,7.583331982,9.062479631,GWAGWALAPE,
987,male,55000,6,delivered,40,5000,120,140,not_often,good,5500,7.58447025,9.062185637,GWAGWALAPE,
988,female,55000,7,delivered,30,7000,160,180,not_often,fair,7500,7.586195837,9.060582757,GWAGWALAPE,
989,female,60000,9,delivered,20,9000,180,200,often,fair,9000,7.586598145,9.06005985,GWAGWALAPE,
990,female,90000,9,delivered,20,9000,180,200,often,good,9000,7.58770936,9.059702443,GWAGWALAPE,
991,female,45000,6,delivered,40,5000,120,140,not_often,fair,5500,7.588311192,9.059334025,GWAGWALAPE,
992,female,NULL,NULL,delivered,40,5000,120,140,not_often,fair,NULL,7.587950677,9.058473603,GWAGWALAPE,
993,male,45000,6,delivered,20,10000,200,220,often,good,10000,7.589183985,9.059463984,GWAGWALAPE,
994,female,45000,7,delivered,60,3000,80,100,not_often,fair,3500,7.589931927,9.058951448,GWAGWALAPE,
995,male,45000,9,delivered,20,9000,180,200,not_often,fair,9000,7.589107441,9.058098281,GWAGWALAPE,
996,female,NULL,8,delivered,40,8000,140,160,not_often,good,NULL,7.590583121,9.059921497,GWAGWALAPE,
997,female,45000,9,delivered,20,9000,180,200,not_often,fair,9000,7.590795588,9.059090411,GWAGWALAPE,
998,male,105000,7,delivered,20,9000,180,200,often,good,9000,7.590818221,9.05795115,GWAGWALAPE,
999,female,95000,9,delivered,20,9000,180,200,often,good,9000,7.592031019,9.059538245,GWAGWALAPE,
1000,female,50000,7,delivered,50,4000,100,120,not_often,good,5000,7.59216566,9.057666976,GWAGWALAPE,
1001,female,60000,6,delivered,40,5000,120,140,not_often,fair,5500,7.592745357,9.034900298,KABAYI,
1002,female,NULL,9,delivered,20,10000,200,220,not_often,fair,NULL,7.592392608,9.034383525,KABAYI,
1003,female,40000,7,delivered,60,3000,80,100,often,fair,3500,7.59220531,9.033424305,KABAYI,
1004,female,40000,7,delivered,60,3000,80,100,not_often,good,2000,7.591411527,9.034045189,KABAYI,
1005,female,105000,9,delivered,20,9000,180,200,often,good,9000,7.590702171,9.034006296,KABAYI,
1006,female,85000,9,delivered,20,9000,180,200,not_often,good,9000,7.591281336,9.034777129,KABAYI,
1007,female,100000,7,delivered,20,10000,200,220,often,good,10000,7.590490395,9.034665582,KABAYI,
